category,jobDescription
Administrative Assistant,"Tanger is seeking an Administrative Assistant to work
in the Armenian representation of an Austrian company."
Administrative Assistant,"Casals & Associates, Inc. is seeking a long-term
employee for a multi-year USAID/Armenia anticorruption program. Working
under the supervision of the Office Manager, the incumbent will handle
all general administrative duties of the office and assist the staff in
fulfilling their assignments by ensuring that the clerical aspects of
all technical projects and financial tracking are completed in a timely
manner."
Administrative Assistant,"Casals & Associates, Inc. is seeking a long-term
employee for a multi-year USAID/Armenia anticorruption program. Working
under the supervision of the Office Manager, the incumbent will handle
all general administrative duties of the office and assist the staff in
fulfilling their assignments by ensuring that the clerical aspects of
all technical projects and financial tracking are completed in a timely
manner."
Administrative Assistant,"Grant Thornton Amyot is seeking qualified candidates
for the internship of Administrative Assistant position with the
USAID/Armenia Tax Improvement Program (Armenia TIP) which is implemented
by Booz Allen Hamilton.
Under the supervision of the Armenia Tax Improvement Program (Armenia
TIP) Office Manager, the incumbent provides services for, and
contributes to the development and implementation of, Armenia TIP, a
five -year project under the auspices of the USAID Armenia. In addition,
the incumbent works in close consultation with Project staff members, the
staff members of other donor-funded projects, and local counterparts to
maintain Armenia TIPs responsiveness to the prevailing needs of
improving Armenia State Tax Service."
Administrative Assistant,"The newly established Association of Exporters of
Armenia is seeking a long-term employee. Working under the supervision
of Director of the Association, the incumbent will handle all general
administrative duties of the office and assist the management of the
organization by ensuring that the clerical aspects of all technical
projects and financial tracking are completed in a timely manner."
Administrative Assistant,"Zeppeilin Armenia is looking for qualified candidates
for the position of Administrative Assistant."
Administrative Assistant,"The Services Group, Inc. (TSG) has an immediate
opening for an Administrative Assistant for the USAID Armenia, Social
Protection Systems Strengthening (SPSS) project in Yerevan. The position
reports to Office Manager."
Administrative Assistant,"Kartis HB is seeking a qualified candidate to provide
office administration and operations support."
Administrative Assistant,"Cascade Insurance Insurance CSJC, is looking for a
motivated, proactive candidate for the position of Administrative
Assistant. This position requires punctuality and excellent
communication skills. Candidate must have the ability to adapt and
respond to rapidly changing situations quickly."
Administrative Assistant,"The Administrative Assistant will carry out
administrative duties in support of IREXs overall mission."
Administrative Assistant,"""Hoffmann-La Roche"" Ltd Representation in Armenia is
looking for an Administrative Assistant who will provide a variety of
secretarial support in compliance with general guidelines and priorities
and with a concern for quality, efficiency and accuracy."
Administrative Assistant,"The Administrative Assistant will be responsible for the day-to-day
administrative operations of the unit. S/he will ensure smooth
implementation of clerical and administrative activities and provides
efficient management of the unit administrative operations."
Administrative Assistant,"The Administrative Assistant will dedicate his/her
time to performing general administrative and reception duties."
Administrative Assistant,"Cascade Consultants CSJC, is looking for a
motivated, proactive candidate for the position of Administrative
Assistant. This position requires punctuality and excellent
communication skills. Candidate must have the ability to adapt and
respond to rapidly changing situations quickly."
Administrative Assistant,"""Consel-Service"" Ltd is seeking an Administrative
Assistant to be responsible for current documentation, proposal and
correspondence."
Administrative Assistant,"Under general supervision the Administrative Assistant
performs a variety of difficult, responsible and specialized
administrative and office support functions."
Administrative Assistant,This position reports to the Executive Director.
Administrative Assistant,"""Armenian Datacom Company"" CJSC is looking for a
highly-motivated person for the position of Administrative Assistant.
The incumbent will perform a variety of administrative and office
support functions in ""ADC"" CJSC."
